Year,Week,District,Stations,Cases
2025,29,MAKWANPUR,Hetauda N.F.I.,
2025,29,MANANG,Manang Bhot,
2025,29,MORANG,Biratnagar Airport,
2025,29,MUGU,Gamadi Shree Nagar,
2025,29,MUSTANG,"Jomsom, Jomsom TPB",
2025,29,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",3.0
2025,29,NUWAKOT,Nuwakot,6.0
2025,29,OKHALDHUNGA,Okhaldhunga,4.0
2025,29,PALPA,Tansen,19.0
2025,29,PANCHTHAR,Phidim (Panchther),2.0
2025,29,PARBAT,"Kali Gandaki at Modi Beni, Kushma",1.0
2025,29,PARSA,Birganj,
2025,29,PYUTHAN,"Bijuwar Tar, Bijuwatar",1.0
2025,29,RAMECHHAP,Manthali,1.0
2025,29,RASUWA,Dhunche,
2025,29,ROLPA,"Libang Gaun, Liwang",
2025,29,RUPANDEHI,Bhairahawa Airport,
2025,29,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2025,29,SANKHUWASABHA,Num,11.0
2025,29,SAPTARI,Rajbiraj,
2025,29,SARLAHI,Karmaiya,
2025,29,SINDHULI,Sindhuli Madhi,
2025,29,SINDHUPALCHOK,No station found in dataset,
2025,29,SIRAHA,Lahan,
2025,29,SOLUKHUMBU,No station found in dataset,
2025,29,SUNSARI,Tarahara,5.0
2025,29,SURKHET,Surkhet Airport (Birendranagar),4.0
2025,29,SYANGJA,Syangja,3.0
2025,29,TANAHU,Bandipur,
2025,29,TAPLEJUNG,Taplejung,
2025,29,TERHATHUM,Terhathum,
2025,29,UDAYAPUR,Udayapur Gadhi,
2025,29,WEST,No station found in dataset,
2025,29,WEST,No station found in dataset,
2025,29,,No station found in dataset,1.0
2025,30,ACHHAM,Mangalsen,6.0
2025,30,ARGHAKHANCHI,No station found in dataset,1.0
2025,30,BAGLUNG,Baglung,1.0
2025,30,BAITADI,Patan new,1.0
2025,30,BAJHANG,Chainpur Bajhang new aws,1.0
2025,30,BAJURA,Bajura (Martadi),2.0
2025,30,BANKE,Khajura (Nepalganj),4.0
2025,30,BARA,Simara Airport,
2025,30,BARDIYA,Gulariya,
2025,30,BHAKTAPUR,Bhaktapur,1.0
2025,30,BHOJPUR,No station found in dataset,2.0
2025,30,CHITAWAN,No station found in dataset,1.0
2025,30,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",7.0
2025,30,DAILEKH,Dailekh,
2025,30,DANG,Ghorai (Dang),6.0
2025,30,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",1.0
2025,30,DHADING,"Dhunibesi, Dhunibesi_delete",
2025,30,DHANKUTA,No station found in dataset,
2025,30,DHANUSA,No station found in dataset,
2025,30,DOLAKHA,Charikot,
2025,30,DOLPA,Dunai,
2025,30,DOTI,Dipayal (Doti),1.0
2025,30,EAST,No station found in dataset,
2025,30,EAST,No station found in dataset,
2025,30,GORKHA,No station found in dataset,3.0
2025,30,GULMI,Tamghas,1.0
2025,30,HUMLA,"Simikot, Simikot Airport",
2025,30,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2025,30,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2025,30,JHAPA,Gaida (Kankai),2.0
2025,30,JUMLA,Jumla,
2025,30,KAILALI,Tikapur,6.0
2025,30,KALIKOT,"Manma, Manma_AWS",
2025,30,KANCHANPUR,Mahendra Nagar,1.0
2025,30,KAPILBASTU,No station found in dataset,
2025,30,KASKI,Pokhara Airport,4.0
2025,30,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",12.0
2025,30,KAVREPALANCHOK,No station found in dataset,2.0
2025,30,KHOTANG,Diktel,2.0
2025,30,LALITPUR,Khumaltar,8.0
2025,30,LAMJUNG,Khudi Bazar,7.0
2025,30,MAHOTTARI,Jalesor,
2025,30,MAKWANPUR,Hetauda N.F.I.,2.0
2025,30,MANANG,Manang Bhot,
2025,30,MORANG,Biratnagar Airport,
2025,30,MUGU,Gamadi Shree Nagar,
2025,30,MUSTANG,"Jomsom, Jomsom TPB",
2025,30,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",1.0
2025,30,NUWAKOT,Nuwakot,2.0
2025,30,OKHALDHUNGA,Okhaldhunga,4.0
2025,30,PALPA,Tansen,20.0
2025,30,PANCHTHAR,Phidim (Panchther),2.0
2025,30,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2025,30,PARSA,Birganj,
2025,30,PYUTHAN,"Bijuwar Tar, Bijuwatar",1.0
2025,30,RAMECHHAP,Manthali,2.0
2025,30,RASUWA,Dhunche,
2025,30,ROLPA,"Libang Gaun, Liwang",
2025,30,RUPANDEHI,Bhairahawa Airport,2.0
2025,30,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",2.0
2025,30,SANKHUWASABHA,Num,8.0
2025,30,SAPTARI,Rajbiraj,
2025,30,SARLAHI,Karmaiya,
2025,30,SINDHULI,Sindhuli Madhi,
2025,30,SINDHUPALCHOK,No station found in dataset,
2025,30,SIRAHA,Lahan,
2025,30,SOLUKHUMBU,No station found in dataset,
2025,30,SUNSARI,Tarahara,9.0
2025,30,SURKHET,Surkhet Airport (Birendranagar),1.0
2025,30,SYANGJA,Syangja,1.0
2025,30,TANAHU,Bandipur,
2025,30,TAPLEJUNG,Taplejung,
2025,30,TERHATHUM,Terhathum,
2025,30,UDAYAPUR,Udayapur Gadhi,
2025,30,WEST,No station found in dataset,
2025,30,WEST,No station found in dataset,
2025,30,,No station found in dataset,
2025,31,ACHHAM,Mangalsen,2.0
2025,31,ARGHAKHANCHI,No station found in dataset,
2025,31,BAGLUNG,Baglung,1.0
2025,31,BAITADI,Patan new,1.0
2025,31,BAJHANG,Chainpur Bajhang new aws,6.0
2025,31,BAJURA,Bajura (Martadi),1.0
2025,31,BANKE,Khajura (Nepalganj),4.0
2025,31,BARA,Simara Airport,
2025,31,BARDIYA,Gulariya,
2025,31,BHAKTAPUR,Bhaktapur,
2025,31,BHOJPUR,No station found in dataset,1.0
2025,31,CHITAWAN,No station found in dataset,7.0
2025,31,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",9.0
2025,31,DAILEKH,Dailekh,
2025,31,DANG,Ghorai (Dang),3.0
2025,31,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",1.0
2025,31,DHADING,"Dhunibesi, Dhunibesi_delete",
2025,31,DHANKUTA,No station found in dataset,2.0
2025,31,DHANUSA,No station found in dataset,
2025,31,DOLAKHA,Charikot,
2025,31,DOLPA,Dunai,
2025,31,DOTI,Dipayal (Doti),
2025,31,EAST,No station found in dataset,
2025,31,EAST,No station found in dataset,
2025,31,GORKHA,No station found in dataset,1.0
2025,31,GULMI,Tamghas,1.0
2025,31,HUMLA,"Simikot, Simikot Airport",
2025,31,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",1.0
2025,31,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2025,31,JHAPA,Gaida (Kankai),8.0
2025,31,JUMLA,Jumla,
2025,31,KAILALI,Tikapur,3.0
2025,31,KALIKOT,"Manma, Manma_AWS",1.0
2025,31,KANCHANPUR,Mahendra Nagar,
2025,31,KAPILBASTU,No station found in dataset,
2025,31,KASKI,Pokhara Airport,6.0
2025,31,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",11.0
2025,31,KAVREPALANCHOK,No station found in dataset,2.0
2025,31,KHOTANG,Diktel,2.0
2025,31,LALITPUR,Khumaltar,3.0
2025,31,LAMJUNG,Khudi Bazar,2.0
2025,31,MAHOTTARI,Jalesor,
2025,31,MAKWANPUR,Hetauda N.F.I.,1.0
2025,31,MANANG,Manang Bhot,
2025,31,MORANG,Biratnagar Airport,
2025,31,MUGU,Gamadi Shree Nagar,
2025,31,MUSTANG,"Jomsom, Jomsom TPB",
2025,31,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",2.0
2025,31,NUWAKOT,Nuwakot,5.0
2025,31,OKHALDHUNGA,Okhaldhunga,3.0
2025,31,PALPA,Tansen,20.0
2025,31,PANCHTHAR,Phidim (Panchther),3.0
2025,31,PARBAT,"Kali Gandaki at Modi Beni, Kushma",1.0
2025,31,PARSA,Birganj,
2025,31,PYUTHAN,"Bijuwar Tar, Bijuwatar",1.0
2025,31,RAMECHHAP,Manthali,
2025,31,RASUWA,Dhunche,1.0
2025,31,ROLPA,"Libang Gaun, Liwang",
2025,31,RUPANDEHI,Bhairahawa Airport,1.0
2025,31,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",1.0
2025,31,SANKHUWASABHA,Num,
2025,31,SAPTARI,Rajbiraj,
2025,31,SARLAHI,Karmaiya,1.0
2025,31,SINDHULI,Sindhuli Madhi,1.0
2025,31,SINDHUPALCHOK,No station found in dataset,1.0
2025,31,SIRAHA,Lahan,
2025,31,SOLUKHUMBU,No station found in dataset,
2025,31,SUNSARI,Tarahara,10.0
2025,31,SURKHET,Surkhet Airport (Birendranagar),8.0
2025,31,SYANGJA,Syangja,3.0
2025,31,TANAHU,Bandipur,
2025,31,TAPLEJUNG,Taplejung,2.0
2025,31,TERHATHUM,Terhathum,
2025,31,UDAYAPUR,Udayapur Gadhi,
2025,31,WEST,No station found in dataset,
2025,31,WEST,No station found in dataset,
2025,31,,No station found in dataset,
2025,32,ACHHAM,Mangalsen,1.0
2025,32,ARGHAKHANCHI,No station found in dataset,
2025,32,BAGLUNG,Baglung,
2025,32,BAITADI,Patan new,
2025,32,BAJHANG,Chainpur Bajhang new aws,9.0
2025,32,BAJURA,Bajura (Martadi),1.0
2025,32,BANKE,Khajura (Nepalganj),3.0
2025,32,BARA,Simara Airport,
2025,32,BARDIYA,Gulariya,
2025,32,BHAKTAPUR,Bhaktapur,
2025,32,BHOJPUR,No station found in dataset,
2025,32,CHITAWAN,No station found in dataset,7.0
2025,32,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",1.0
2025,32,DAILEKH,Dailekh,
2025,32,DANG,Ghorai (Dang),1.0
2025,32,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",
2025,32,DHADING,"Dhunibesi, Dhunibesi_delete",
2025,32,DHANKUTA,No station found in dataset,5.0
2025,32,DHANUSA,No station found in dataset,
2025,32,DOLAKHA,Charikot,2.0
2025,32,DOLPA,Dunai,
2025,32,DOTI,Dipayal (Doti),
2025,32,EAST,No station found in dataset,
2025,32,EAST,No station found in dataset,
2025,32,GORKHA,No station found in dataset,4.0
2025,32,GULMI,Tamghas,3.0
2025,32,HUMLA,"Simikot, Simikot Airport",
2025,32,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2025,32,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2025,32,JHAPA,Gaida (Kankai),3.0
2025,32,JUMLA,Jumla,
2025,32,KAILALI,Tikapur,4.0
2025,32,KALIKOT,"Manma, Manma_AWS",1.0
2025,32,KANCHANPUR,Mahendra Nagar,
2025,32,KAPILBASTU,No station found in dataset,
2025,32,KASKI,Pokhara Airport,4.0
2025,32,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",22.0
2025,32,KAVREPALANCHOK,No station found in dataset,
2025,32,KHOTANG,Diktel,5.0
2025,32,LALITPUR,Khumaltar,5.0
2025,32,LAMJUNG,Khudi Bazar,6.0
2025,32,MAHOTTARI,Jalesor,
2025,32,MAKWANPUR,Hetauda N.F.I.,1.0
2025,32,MANANG,Manang Bhot,
2025,32,MORANG,Biratnagar Airport,1.0
2025,32,MUGU,Gamadi Shree Nagar,
2025,32,MUSTANG,"Jomsom, Jomsom TPB",1.0
2025,32,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",
2025,32,NUWAKOT,Nuwakot,5.0
2025,32,OKHALDHUNGA,Okhaldhunga,2.0
2025,32,PALPA,Tansen,19.0
2025,32,PANCHTHAR,Phidim (Panchther),1.0
2025,32,PARBAT,"Kali Gandaki at Modi Beni, Kushma",2.0
2025,32,PARSA,Birganj,1.0
2025,32,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2025,32,RAMECHHAP,Manthali,
2025,32,RASUWA,Dhunche,
2025,32,ROLPA,"Libang Gaun, Liwang",
2025,32,RUPANDEHI,Bhairahawa Airport,7.0
2025,32,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2025,32,SANKHUWASABHA,Num,7.0
2025,32,SAPTARI,Rajbiraj,
2025,32,SARLAHI,Karmaiya,1.0
2025,32,SINDHULI,Sindhuli Madhi,
2025,32,SINDHUPALCHOK,No station found in dataset,
2025,32,SIRAHA,Lahan,
2025,32,SOLUKHUMBU,No station found in dataset,
2025,32,SUNSARI,Tarahara,13.0
2025,32,SURKHET,Surkhet Airport (Birendranagar),10.0
2025,32,SYANGJA,Syangja,
2025,32,TANAHU,Bandipur,
2025,32,TAPLEJUNG,Taplejung,1.0
2025,32,TERHATHUM,Terhathum,
2025,32,UDAYAPUR,Udayapur Gadhi,
2025,32,WEST,No station found in dataset,
2025,32,WEST,No station found in dataset,1.0
2025,32,,No station found in dataset,
2025,33,ACHHAM,Mangalsen,3.0
2025,33,ARGHAKHANCHI,No station found in dataset,4.0
2025,33,BAGLUNG,Baglung,
2025,33,BAITADI,Patan new,
2025,33,BAJHANG,Chainpur Bajhang new aws,1.0
2025,33,BAJURA,Bajura (Martadi),
2025,33,BANKE,Khajura (Nepalganj),3.0
2025,33,BARA,Simara Airport,
2025,33,BARDIYA,Gulariya,
2025,33,BHAKTAPUR,Bhaktapur,
2025,33,BHOJPUR,No station found in dataset,6.0
2025,33,CHITAWAN,No station found in dataset,
2025,33,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",11.0
2025,33,DAILEKH,Dailekh,1.0
2025,33,DANG,Ghorai (Dang),15.0
2025,33,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",1.0
2025,33,DHADING,"Dhunibesi, Dhunibesi_delete",
2025,33,DHANKUTA,No station found in dataset,7.0
2025,33,DHANUSA,No station found in dataset,
2025,33,DOLAKHA,Charikot,1.0
2025,33,DOLPA,Dunai,
2025,33,DOTI,Dipayal (Doti),
2025,33,EAST,No station found in dataset,1.0
2025,33,EAST,No station found in dataset,
2025,33,GORKHA,No station found in dataset,1.0
2025,33,GULMI,Tamghas,1.0
2025,33,HUMLA,"Simikot, Simikot Airport",
2025,33,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2025,33,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2025,33,JHAPA,Gaida (Kankai),3.0
2025,33,JUMLA,Jumla,
2025,33,KAILALI,Tikapur,10.0
2025,33,KALIKOT,"Manma, Manma_AWS",
2025,33,KANCHANPUR,Mahendra Nagar,2.0
2025,33,KAPILBASTU,No station found in dataset,1.0
2025,33,KASKI,Pokhara Airport,10.0
2025,33,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",32.0
2025,33,KAVREPALANCHOK,No station found in dataset,
2025,33,KHOTANG,Diktel,3.0
2025,33,LALITPUR,Khumaltar,8.0
2025,33,LAMJUNG,Khudi Bazar,4.0
2025,33,MAHOTTARI,Jalesor,
2025,33,MAKWANPUR,Hetauda N.F.I.,
2025,33,MANANG,Manang Bhot,1.0
2025,33,MORANG,Biratnagar Airport,1.0
2025,33,MUGU,Gamadi Shree Nagar,
2025,33,MUSTANG,"Jomsom, Jomsom TPB",
2025,33,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",
2025,33,NUWAKOT,Nuwakot,2.0
2025,33,OKHALDHUNGA,Okhaldhunga,3.0
2025,33,PALPA,Tansen,36.0
2025,33,PANCHTHAR,Phidim (Panchther),4.0
2025,33,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2025,33,PARSA,Birganj,
2025,33,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2025,33,RAMECHHAP,Manthali,
2025,33,RASUWA,Dhunche,
2025,33,ROLPA,"Libang Gaun, Liwang",
2025,33,RUPANDEHI,Bhairahawa Airport,5.0
2025,33,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2025,33,SANKHUWASABHA,Num,12.0
2025,33,SAPTARI,Rajbiraj,
2025,33,SARLAHI,Karmaiya,
2025,33,SINDHULI,Sindhuli Madhi,
2025,33,SINDHUPALCHOK,No station found in dataset,
2025,33,SIRAHA,Lahan,
2025,33,SOLUKHUMBU,No station found in dataset,
2025,33,SUNSARI,Tarahara,3.0
2025,33,SURKHET,Surkhet Airport (Birendranagar),10.0
2025,33,SYANGJA,Syangja,1.0
2025,33,TANAHU,Bandipur,2.0
2025,33,TAPLEJUNG,Taplejung,
2025,33,TERHATHUM,Terhathum,1.0
2025,33,UDAYAPUR,Udayapur Gadhi,
2025,33,WEST,No station found in dataset,
2025,33,WEST,No station found in dataset,
2025,33,,No station found in dataset,
2025,34,ACHHAM,Mangalsen,4.0
2025,34,ARGHAKHANCHI,No station found in dataset,4.0
2025,34,BAGLUNG,Baglung,
2025,34,BAITADI,Patan new,
2025,34,BAJHANG,Chainpur Bajhang new aws,4.0
2025,34,BAJURA,Bajura (Martadi),
2025,34,BANKE,Khajura (Nepalganj),3.0
2025,34,BARA,Simara Airport,
2025,34,BARDIYA,Gulariya,
2025,34,BHAKTAPUR,Bhaktapur,1.0
2025,34,BHOJPUR,No station found in dataset,1.0
2025,34,CHITAWAN,No station found in dataset,5.0
2025,34,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",13.0
2025,34,DAILEKH,Dailekh,1.0
2025,34,DANG,Ghorai (Dang),8.0
2025,34,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",2.0
2025,34,DHADING,"Dhunibesi, Dhunibesi_delete",
2025,34,DHANKUTA,No station found in dataset,
2025,34,DHANUSA,No station found in dataset,
2025,34,DOLAKHA,Charikot,4.0
2025,34,DOLPA,Dunai,
2025,34,DOTI,Dipayal (Doti),
2025,34,EAST,No station found in dataset,
2025,34,EAST,No station found in dataset,
2025,34,GORKHA,No station found in dataset,
2025,34,GULMI,Tamghas,
2025,34,HUMLA,"Simikot, Simikot Airport",
2025,34,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",1.0
2025,34,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2025,34,JHAPA,Gaida (Kankai),3.0
2025,34,JUMLA,Jumla,
2025,34,KAILALI,Tikapur,5.0
2025,34,KALIKOT,"Manma, Manma_AWS",
2025,34,KANCHANPUR,Mahendra Nagar,2.0
2025,34,KAPILBASTU,No station found in dataset,
2025,34,KASKI,Pokhara Airport,14.0
2025,34,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",34.0
2025,34,KAVREPALANCHOK,No station found in dataset,1.0
2025,34,KHOTANG,Diktel,4.0
2025,34,LALITPUR,Khumaltar,16.0
2025,34,LAMJUNG,Khudi Bazar,4.0
2025,34,MAHOTTARI,Jalesor,
2025,34,MAKWANPUR,Hetauda N.F.I.,
2025,34,MANANG,Manang Bhot,
2025,34,MORANG,Biratnagar Airport,1.0
2025,34,MUGU,Gamadi Shree Nagar,
2025,34,MUSTANG,"Jomsom, Jomsom TPB",
2025,34,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",1.0
2025,34,NUWAKOT,Nuwakot,4.0
2025,34,OKHALDHUNGA,Okhaldhunga,1.0
2025,34,PALPA,Tansen,36.0
2025,34,PANCHTHAR,Phidim (Panchther),7.0
2025,34,PARBAT,"Kali Gandaki at Modi Beni, Kushma",
2025,34,PARSA,Birganj,2.0
2025,34,PYUTHAN,"Bijuwar Tar, Bijuwatar",1.0
2025,34,RAMECHHAP,Manthali,
2025,34,RASUWA,Dhunche,
2025,34,ROLPA,"Libang Gaun, Liwang",
2025,34,RUPANDEHI,Bhairahawa Airport,11.0
2025,34,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2025,34,SANKHUWASABHA,Num,8.0
2025,34,SAPTARI,Rajbiraj,
2025,34,SARLAHI,Karmaiya,2.0
2025,34,SINDHULI,Sindhuli Madhi,
2025,34,SINDHUPALCHOK,No station found in dataset,1.0
2025,34,SIRAHA,Lahan,
2025,34,SOLUKHUMBU,No station found in dataset,
2025,34,SUNSARI,Tarahara,11.0
2025,34,SURKHET,Surkhet Airport (Birendranagar),7.0
2025,34,SYANGJA,Syangja,2.0
2025,34,TANAHU,Bandipur,
2025,34,TAPLEJUNG,Taplejung,
2025,34,TERHATHUM,Terhathum,
2025,34,UDAYAPUR,Udayapur Gadhi,1.0
2025,34,WEST,No station found in dataset,
2025,34,WEST,No station found in dataset,
2025,34,,No station found in dataset,1.0
2025,35,ACHHAM,Mangalsen,10.0
2025,35,ARGHAKHANCHI,No station found in dataset,
2025,35,BAGLUNG,Baglung,2.0
2025,35,BAITADI,Patan new,
2025,35,BAJHANG,Chainpur Bajhang new aws,6.0
2025,35,BAJURA,Bajura (Martadi),
2025,35,BANKE,Khajura (Nepalganj),5.0
2025,35,BARA,Simara Airport,
2025,35,BARDIYA,Gulariya,
2025,35,BHAKTAPUR,Bhaktapur,4.0
2025,35,BHOJPUR,No station found in dataset,3.0
2025,35,CHITAWAN,No station found in dataset,1.0
2025,35,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",4.0
2025,35,DAILEKH,Dailekh,2.0
2025,35,DANG,Ghorai (Dang),13.0
2025,35,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",1.0
2025,35,DHADING,"Dhunibesi, Dhunibesi_delete",
2025,35,DHANKUTA,No station found in dataset,
2025,35,DHANUSA,No station found in dataset,
2025,35,DOLAKHA,Charikot,1.0
2025,35,DOLPA,Dunai,
2025,35,DOTI,Dipayal (Doti),
2025,35,EAST,No station found in dataset,
2025,35,EAST,No station found in dataset,
2025,35,GORKHA,No station found in dataset,2.0
2025,35,GULMI,Tamghas,
2025,35,HUMLA,"Simikot, Simikot Airport",
2025,35,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2025,35,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2025,35,JHAPA,Gaida (Kankai),7.0
2025,35,JUMLA,Jumla,
2025,35,KAILALI,Tikapur,2.0
2025,35,KALIKOT,"Manma, Manma_AWS",1.0
2025,35,KANCHANPUR,Mahendra Nagar,1.0
2025,35,KAPILBASTU,No station found in dataset,
2025,35,KASKI,Pokhara Airport,20.0
2025,35,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",49.0
2025,35,KAVREPALANCHOK,No station found in dataset,1.0
2025,35,KHOTANG,Diktel,2.0
2025,35,LALITPUR,Khumaltar,11.0
2025,35,LAMJUNG,Khudi Bazar,10.0
2025,35,MAHOTTARI,Jalesor,
2025,35,MAKWANPUR,Hetauda N.F.I.,
2025,35,MANANG,Manang Bhot,
2025,35,MORANG,Biratnagar Airport,3.0
2025,35,MUGU,Gamadi Shree Nagar,
2025,35,MUSTANG,"Jomsom, Jomsom TPB",
2025,35,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",1.0
2025,35,NUWAKOT,Nuwakot,3.0
2025,35,OKHALDHUNGA,Okhaldhunga,7.0
2025,35,PALPA,Tansen,33.0
2025,35,PANCHTHAR,Phidim (Panchther),4.0
2025,35,PARBAT,"Kali Gandaki at Modi Beni, Kushma",1.0
2025,35,PARSA,Birganj,1.0
2025,35,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2025,35,RAMECHHAP,Manthali,1.0
2025,35,RASUWA,Dhunche,
2025,35,ROLPA,"Libang Gaun, Liwang",
2025,35,RUPANDEHI,Bhairahawa Airport,7.0
2025,35,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2025,35,SANKHUWASABHA,Num,1.0
2025,35,SAPTARI,Rajbiraj,
2025,35,SARLAHI,Karmaiya,
2025,35,SINDHULI,Sindhuli Madhi,2.0
2025,35,SINDHUPALCHOK,No station found in dataset,
2025,35,SIRAHA,Lahan,3.0
2025,35,SOLUKHUMBU,No station found in dataset,
2025,35,SUNSARI,Tarahara,7.0
2025,35,SURKHET,Surkhet Airport (Birendranagar),28.0
2025,35,SYANGJA,Syangja,5.0
2025,35,TANAHU,Bandipur,
2025,35,TAPLEJUNG,Taplejung,
2025,35,TERHATHUM,Terhathum,
2025,35,UDAYAPUR,Udayapur Gadhi,
2025,35,WEST,No station found in dataset,5.0
2025,35,WEST,No station found in dataset,
2025,35,,No station found in dataset,
2025,36,ACHHAM,Mangalsen,
2025,36,ARGHAKHANCHI,No station found in dataset,1.0
2025,36,BAGLUNG,Baglung,12.0
2025,36,BAITADI,Patan new,1.0
2025,36,BAJHANG,Chainpur Bajhang new aws,6.0
2025,36,BAJURA,Bajura (Martadi),1.0
2025,36,BANKE,Khajura (Nepalganj),3.0
2025,36,BARA,Simara Airport,
2025,36,BARDIYA,Gulariya,
2025,36,BHAKTAPUR,Bhaktapur,3.0
2025,36,BHOJPUR,No station found in dataset,
2025,36,CHITAWAN,No station found in dataset,3.0
2025,36,DADELDHURA,"Dadeldhura, Dadeldhura_AWS",14.0
2025,36,DAILEKH,Dailekh,4.0
2025,36,DANG,Ghorai (Dang),6.0
2025,36,DARCHULA,"Darchula New, Mahakali at Darchula (Dattu)",7.0
2025,36,DHADING,"Dhunibesi, Dhunibesi_delete",1.0
2025,36,DHANKUTA,No station found in dataset,
2025,36,DHANUSA,No station found in dataset,
2025,36,DOLAKHA,Charikot,9.0
2025,36,DOLPA,Dunai,
2025,36,DOTI,Dipayal (Doti),
2025,36,EAST,No station found in dataset,
2025,36,EAST,No station found in dataset,
2025,36,GORKHA,No station found in dataset,1.0
2025,36,GULMI,Tamghas,
2025,36,HUMLA,"Simikot, Simikot Airport",
2025,36,ILAM,"Ilam Tea Estate, Ilam Tea State_AWS",
2025,36,JAJARKOT,"Jajarkot, Jajarkot_AWS",
2025,36,JHAPA,Gaida (Kankai),3.0
2025,36,JUMLA,Jumla,
2025,36,KAILALI,Tikapur,3.0
2025,36,KALIKOT,"Manma, Manma_AWS",2.0
2025,36,KANCHANPUR,Mahendra Nagar,2.0
2025,36,KAPILBASTU,No station found in dataset,
2025,36,KASKI,Pokhara Airport,28.0
2025,36,KATHMANDU,"Bagmati River at Sundarijal, Bagmati River at Sundarijal Bridge, Kathmandu Airport",34.0
2025,36,KAVREPALANCHOK,No station found in dataset,2.0
2025,36,KHOTANG,Diktel,2.0
2025,36,LALITPUR,Khumaltar,13.0
2025,36,LAMJUNG,Khudi Bazar,15.0
2025,36,MAHOTTARI,Jalesor,
2025,36,MAKWANPUR,Hetauda N.F.I.,2.0
2025,36,MANANG,Manang Bhot,
2025,36,MORANG,Biratnagar Airport,4.0
2025,36,MUGU,Gamadi Shree Nagar,
2025,36,MUSTANG,"Jomsom, Jomsom TPB",
2025,36,MYAGDI,"Gurja Khani, Raughat Khola at Raughat",2.0
2025,36,NUWAKOT,Nuwakot,2.0
2025,36,OKHALDHUNGA,Okhaldhunga,6.0
2025,36,PALPA,Tansen,37.0
2025,36,PANCHTHAR,Phidim (Panchther),
2025,36,PARBAT,"Kali Gandaki at Modi Beni, Kushma",1.0
2025,36,PARSA,Birganj,
2025,36,PYUTHAN,"Bijuwar Tar, Bijuwatar",
2025,36,RAMECHHAP,Manthali,1.0
2025,36,RASUWA,Dhunche,
2025,36,ROLPA,"Libang Gaun, Liwang",
2025,36,RUPANDEHI,Bhairahawa Airport,23.0
2025,36,SALYAN,"Salyan Bazaar_AWS, Salyan Bazar",
2025,36,SANKHUWASABHA,Num,5.0
2025,36,SAPTARI,Rajbiraj,
2025,36,SARLAHI,Karmaiya,1.0
2025,36,SINDHULI,Sindhuli Madhi,2.0
2025,36,SINDHUPALCHOK,No station found in dataset,2.0
2025,36,SIRAHA,Lahan,
